source,clip,video,seconds,system,condition,dnsmos_sig,dnsmos_bak,dnsmos_ovrl,atten20_frac,mean_atten_db,gate_mean,burst_frac,limiter_frac
mad_communication,mad:training/145_16,training/145,5.0154,raw,mono,3.1301,2.3425,2.1460,0.0000,0.0000,nan,nan,nan
mad_communication,mad:training/146_20,X6FZmkzd7-A,2.0201,gtcrn_pretrained,mono,2.0389,3.9099,1.8582,0.7228,27.8597,nan,nan,nan
mad_communication,mad:training/146_20,X6FZmkzd7-A,2.0201,r7,ref_dup,2.4896,3.4838,1.9150,1.0000,39.5762,0.9102,0.0469,0.0000
mad_communication,mad:training/146_20,X6FZmkzd7-A,2.0201,r7,ref_zero,2.2569,3.3268,1.8876,0.2178,11.3779,0.0000,0.0000,0.0000
mad_communication,mad:training/146_20,X6FZmkzd7-A,2.0201,raw,mono,2.3058,2.1624,1.7520,0.0000,0.0000,nan,nan,nan
mad_communication,mad:training/149_14,dM0uwd6Vy_I,3.0000,gtcrn_pretrained,mono,2.7387,3.8867,2.4328,0.4015,15.0128,nan,nan,nan
mad_communication,mad:training/149_14,dM0uwd6Vy_I,3.0000,r7,ref_dup,2.7410,3.9512,2.1455,1.0000,39.1703,0.5450,0.2751,0.0688
mad_communication,mad:training/149_14,dM0uwd6Vy_I,3.0000,r7,ref_zero,2.6672,3.3867,2.2112,0.1818,8.8833,0.0000,0.0000,0.0000
mad_communication,mad:training/149_14,dM0uwd6Vy_I,3.0000,raw,mono,3.2840,3.0923,2.5405,0.0000,0.0000,nan,nan,nan
mad_communication,mad:training/150_24,training/150,8.0108,gtcrn_pretrained,mono,3.0247,3.2971,2.4579,0.2437,10.4153,nan,nan,nan
mad_communication,mad:training/150_24,training/150,8.0108,r7,ref_dup,2.3395,3.7178,1.9065,1.0000,44.3857,0.8954,0.0498,0.0000
mad_communication,mad:training/150_24,training/150,8.0108,r7,ref_zero,2.9225,3.2209,2.3355,0.1434,8.3606,0.0000,0.0000,0.0000
mad_communication,mad:training/150_24,training/150,8.0108,raw,mono,3.1231,2.8196,2.3556,0.0000,0.0000,nan,nan,nan
mad_communication,mad:training/153_43,-ZzB2B_DNU0,2.0201,gtcrn_pretrained,mono,2.0133,3.5349,1.6488,0.3267,16.7961,nan,nan,nan
mad_communication,mad:training/153_43,-ZzB2B_DNU0,2.0201,r7,ref_dup,2.6304,3.7371,2.0379,1.0000,37.4990,0.9180,0.0391,0.0000
mad_communication,mad:training/153_43,-ZzB2B_DNU0,2.0201,r7,ref_zero,2.2217,2.9253,1.6576,0.0495,7.7374,0.0000,0.0000,0.0000
mad_communication,mad:training/153_43,-ZzB2B_DNU0,2.0201,raw,mono,1.8883,1.5654,1.3877,0.0000,0.0000,nan,nan,nan
mad_communication,mad:training/154_19,M553AmdYqhg,4.0000,gtcrn_pretrained,mono,2.7573,3.7307,2.4268,0.2990,12.1391,nan,nan,nan
mad_communication,mad:training/154_19,M553AmdYqhg,4.0000,r7,ref_dup,2.6772,3.8083,2.1384,1.0000,38.9973,0.7334,0.1355,0.0000
mad_communication,mad:training/154_19,M553AmdYqhg,4.0000,r7,ref_zero,2.6368,2.9918,2.0461,0.0361,3.9581,0.0000,0.0000,0.0000
mad_communication,mad:training/154_19,M553AmdYqhg,4.0000,raw,mono,2.9294,2.3837,2.0103,0.0000,0.0000,nan,nan,nan
mad_communication,mad:training/155_23,cNxMlZyTcPI,3.0154,gtcrn_pretrained,mono,2.6574,3.9381,2.4152,0.0902,7.4040,nan,nan,nan
mad_communication,mad:training/155_23,cNxMlZyTcPI,3.0154,r7,ref_dup,2.4458,3.7835,2.0124,1.0000,40.6887,0.7526,0.1316,0.0000
mad_communication,mad:training/155_23,cNxMlZyTcPI,3.0154,r7,ref_zero,2.2172,3.5130,1.9195,0.2459,10.5921,0.0000,0.0000,0.0000
mad_communication,mad:training/155_23,cNxMlZyTcPI,3.0154,raw,mono,2.3305,2.1570,1.7679,0.0000,0.0000,nan,nan,nan
mad_communication,mad:training/156_8,SsXjPrFD4o0,4.0403,gtcrn_pretrained,mono,1.7190,3.6652,1.5587,0.8564,34.7637,nan,nan,nan
mad_communication,mad:training/156_8,SsXjPrFD4o0,4.0403,r7,ref_dup,2.4632,3.2596,1.8963,1.0000,45.7687,1.0000,0.0000,0.0000
mad_communication,mad:training/156_8,SsXjPrFD4o0,4.0403,r7,ref_zero,1.9976,2.6272,1.5623,0.1931,12.9002,0.0000,0.0000,0.0000
mad_communication,mad:training/156_8,SsXjPrFD4o0,4.0403,raw,mono,1.2256,1.1464,1.1053,0.0000,0.0000,nan,nan,nan
mad_communication,mad:training/158_14,S7BGTY8uy2M,5.0108,gtcrn_pretrained,mono,2.8930,3.9369,2.6337,0.4120,18.4710,nan,nan,nan
mad_communication,mad:training/158_14,S7BGTY8uy2M,5.0108,r7,ref_dup,2.4772,3.6826,1.9979,1.0000,39.3591,0.8238,0.0889,0.0032
mad_communication,mad:training/158_14,S7BGTY8uy2M,5.0108,r7,ref_zero,2.3975,3.2156,2.0009,0.3760,13.4475,0.0000,0.0000,0.0000
mad_communication,mad:training/158_14,S7BGTY8uy2M,5.0108,raw,mono,3.3992,2.3068,2.2764,0.0000,0.0000,nan,nan,nan
mad_communication,mad:training/159_21,bDh0xN7C89s,7.0388,gtcrn_pretrained,mono,2.5027,3.1988,1.9279,0.1083,8.0388,nan,nan,nan
mad_communication,mad:training/159_21,bDh0xN7C89s,7.0388,r7,ref_dup,2.6121,3.5389,1.9795,1.0000,37.9326,0.8900,0.0476,0.0000
mad_communication,mad:training/159_21,bDh0xN7C89s,7.0388,r7,ref_zero,2.5452,2.8644,1.8977,0.0997,8.2751,0.0000,0.0000,0.0000
mad_communication,mad:training/159_21,bDh0xN7C89s,7.0388,raw,mono,2.0496,1.4801,1.4337,0.0000,0.0000,nan,nan,nan
mad_communication,mad:training/160_6,Xg77md8fw8Y,4.0170,gtcrn_pretrained,mono,2.0716,3.5051,1.8251,0.1250,10.0447,nan,nan,nan
mad_communication,mad:training/160_6,Xg77md8fw8Y,4.0170,r7,ref_dup,2.6132,3.6133,2.0020,1.0000,38.3951,1.0000,0.0000,0.0000
mad_communication,mad:training/160_6,Xg77md8fw8Y,4.0170,r7,ref_zero,1.5545,2.5468,1.3899,0.0700,9.2117,0.0000,0.0000,0.0000
mad_communication,mad:training/160_6,Xg77md8fw8Y,4.0170,raw,mono,1.2514,1.2292,1.1493,0.0000,0.0000,nan,nan,nan
mad_communication,mad:training/162_13,ywl3QETXf9s,9.0000,gtcrn_pretrained,mono,3.2032,3.3890,2.6540,0.0544,3.3235,nan,nan,nan
mad_communication,mad:training/162_13,ywl3QETXf9s,9.0000,r7,ref_dup,2.3515,3.4817,1.8254,1.0000,42.0360,0.6229,0.2092,0.0000
mad_communication,mad:training/162_13,ywl3QETXf9s,9.0000,r7,ref_zero,3.1486,2.6872,2.3412,0.0057,1.4956,0.0000,0.0000,0.0000
mad_communication,mad:training/162_13,ywl3QETXf9s,9.0000,raw,mono,3.4789,2.5425,2.4748,0.0000,0.0000,nan,nan,nan
mad_communication,mad:training/164_12,training/164,3.0417,gtcrn_pretrained,mono,2.5538,2.3054,1.5426,0.0199,4.6778,nan,nan,nan
mad_communication,mad:training/164_12,training/164,3.0417,r7,ref_dup,2.5444,3.3121,1.9160,1.0000,42.3327,0.8750,0.0677,0.0000
mad_communication,mad:training/164_12,training/164,3.0417,r7,ref_zero,2.6182,2.2401,1.5552,0.0066,3.6861,0.0000,0.0000,0.0000
mad_communication,mad:training/164_12,training/164,3.0417,raw,mono,1.2582,1.1792,1.1344,0.0000,0.0000,nan,nan,nan
mad_communication,mad:training/165_7,phwpf_vm0ks,3.0186,gtcrn_pretrained,mono,1.9823,3.6267,1.7786,0.0833,7.5068,nan,nan,nan
mad_communication,mad:training/165_7,phwpf_vm0ks,3.0186,r7,ref_dup,2.6901,3.9580,2.1557,1.0000,46.0201,0.6965,0.2211,0.1000
mad_communication,mad:training/165_7,phwpf_vm0ks,3.0186,r7,ref_zero,1.7621,2.4533,1.5572,0.0000,0.6324,0.0000,0.0000,0.0000
mad_communication,mad:training/165_7,phwpf_vm0ks,3.0186,raw,mono,1.6500,1.8880,1.4119,0.0000,0.0000,nan,nan,nan
mad_communication,mad:training/166_1,training/166,2.0201,gtcrn_pretrained,mono,2.7283,3.7054,2.4195,0.1386,6.4420,nan,nan,nan
mad_communication,mad:training/166_1,training/166,2.0201,r7,ref_dup,2.4472,3.4549,1.8712,1.0000,40.3659,0.7565,0.1328,0.0000
mad_communication,mad:training/166_1,training/166,2.0201,r7,ref_zero,2.4513,2.9035,1.9276,0.0495,3.8902,0.0000,0.0000,0.0000
mad_communication,mad:training/166_1,training/166,2.0201,raw,mono,1.2610,1.0930,1.1322,0.0000,0.0000,nan,nan,nan
mad_communication,mad:training/167_12,JAJW66OWh-Y,4.0356,gtcrn_pretrained,mono,1.9718,3.5196,1.7479,0.1244,8.3403,nan,nan,nan
mad_communication,mad:training/167_12,JAJW66OWh-Y,4.0356,r7,ref_dup,2.6621,3.6796,2.0413,1.0000,37.2221,1.0000,0.0000,0.0000
mad_communication,mad:training/167_12,JAJW66OWh-Y,4.0356,r7,ref_zero,1.9101,3.3030,1.6596,0.0945,6.8673,0.0000,0.0000,0.0000
mad_communication,mad:training/167_12,JAJW66OWh-Y,4.0356,raw,mono,1.1878,1.1674,1.0857,0.0000,0.0000,nan,nan,nan
mad_communication,mad:training/168_28,4PEKmTKl11A,3.0000,gtcrn_pretrained,mono,2.4542,3.8361,2.0884,0.2400,13.3159,nan,nan,nan
mad_communication,mad:training/168_28,4PEKmTKl11A,3.0000,r7,ref_dup,2.5675,3.7793,1.9551,1.0000,34.9168,0.9233,0.0476,0.0000
mad_communication,mad:training/168_28,4PEKmTKl11A,3.0000,r7,ref_zero,2.3543,3.1290,1.8118,0.1933,11.0084,0.0000,0.0000,0.0000
mad_communication,mad:training/168_28,4PEKmTKl11A,3.0000,raw,mono,1.2163,1.1709,1.0827,0.0000,0.0000,nan,nan,nan
mad_communication,mad:training/169_52,dA1JuqOdS1U,5.0000,gtcrn_pretrained,mono,2.9976,3.7876,2.6568,0.1120,5.6742,nan,nan,nan
mad_communication,mad:training/169_52,dA1JuqOdS1U,5.0000,r7,ref_dup,2.3250,3.7740,1.8675,1.0000,44.8490,0.6614,0.1720,0.0000
mad_communication,mad:training/169_52,dA1JuqOdS1U,5.0000,r7,ref_zero,2.9971,2.9872,2.3044,0.0680,4.7252,0.0000,0.0000,0.0000
mad_communication,mad:training/169_52,dA1JuqOdS1U,5.0000,raw,mono,3.4522,1.9367,2.1052,0.0000,0.0000,nan,nan,nan
mad_communication,mad:training/171_0,g22J4_nXGjI,9.0279,gtcrn_pretrained,mono,2.3080,3.6158,2.0415,0.2106,11.9318,nan,nan,nan
mad_communication,mad:training/171_0,g22J4_nXGjI,9.0279,r7,ref_dup,2.3709,3.6702,1.8903,1.0000,42.3080,0.8927,0.0512,0.0000
mad_communication,mad:training/171_0,g22J4_nXGjI,9.0279,r7,ref_zero,2.5431,2.6881,1.9471,0.0754,6.2521,0.0000,0.0000,0.0000
mad_communication,mad:training/171_0,g22J4_nXGjI,9.0279,raw,mono,3.3150,1.8196,1.8474,0.0000,0.0000,nan,nan,nan
mad_communication,mad:training/173_8,TAmvdbjQR7k,6.0108,gtcrn_pretrained,mono,2.2100,3.5793,1.9442,0.2600,14.0161,nan,nan,nan
mad_communication,mad:training/173_8,TAmvdbjQR7k,6.0108,r7,ref_dup,2.4605,3.5751,1.9040,1.0000,43.5282,0.9721,0.0133,0.0000
mad_communication,mad:training/173_8,TAmvdbjQR7k,6.0108,r7,ref_zero,2.1261,3.0530,1.7837,0.1767,9.0451,0.0000,0.0000,0.0000
mad_communication,mad:training/173_8,TAmvdbjQR7k,6.0108,raw,mono,1.2756,1.1903,1.1432,0.0000,0.0000,nan,nan,nan
mad_communication,mad:training/177_13,qEALr2gytdo,4.0000,gtcrn_pretrained,mono,2.7085,3.9142,2.4381,0.3350,16.8522,nan,nan,nan
mad_communication,mad:training/177_13,qEALr2gytdo,4.0000,r7,ref_dup,2.7447,3.8128,2.0964,1.0000,43.5823,0.8825,0.0518,0.0000
mad_communication,mad:training/177_13,qEALr2gytdo,4.0000,r7,ref_zero,2.4688,3.3457,2.0502,0.2650,12.4239,0.0000,0.0000,0.0000
mad_communication,mad:training/177_13,qEALr2gytdo,4.0000,raw,mono,2.5916,1.7566,1.6607,0.0000,0.0000,nan,nan,nan
mad_communication,mad:training/178_19,iQ0YtEUDPSo,4.0170,gtcrn_pretrained,mono,2.3537,4.0304,1.9641,0.5200,18.5728,nan,nan,nan
mad_communication,mad:training/178_19,iQ0YtEUDPSo,4.0170,r7,ref_dup,2.7532,3.9397,2.1857,0.4350,23.2817,0.7727,0.1265,0.0040
mad_communication,mad:training/178_19,iQ0YtEUDPSo,4.0170,r7,ref_zero,2.1651,3.6447,1.7089,0.0000,2.1891,0.0000,0.0000,0.0000
mad_communication,mad:training/178_19,iQ0YtEUDPSo,4.0170,raw,mono,2.1089,2.9995,1.5245,0.0000,0.0000,nan,nan,nan
mad_communication,mad:training/179_7,MHMkTwqtCaQ,3.0387,gtcrn_pretrained,mono,2.5055,3.9165,2.2551,0.1325,8.5208,nan,nan,nan
mad_communication,mad:training/179_7,MHMkTwqtCaQ,3.0387,r7,ref_dup,2.5879,3.7947,2.0893,1.0000,35.3770,0.8194,0.0942,0.0000
mad_communication,mad:training/179_7,MHMkTwqtCaQ,3.0387,r7,ref_zero,2.4357,3.8516,2.2252,0.0132,4.1112,0.0000,0.0000,0.0000
mad_communication,mad:training/179_7,MHMkTwqtCaQ,3.0387,raw,mono,2.6280,2.9815,2.1051,0.0000,0.0000,nan,nan,nan
mad_communication,mad:training/180_9,j5hqj2rBf2U,3.0000,gtcrn_pretrained,mono,3.1627,4.0359,2.8843,0.1176,5.9525,nan,nan,nan
mad_communication,mad:training/180_9,j5hqj2rBf2U,3.0000,r7,ref_dup,2.6032,3.8360,2.0884,1.0000,45.5935,0.6733,0.2751,0.1852
mad_communication,mad:training/180_9,j5hqj2rBf2U,3.0000,r7,ref_zero,2.8754,3.5665,2.4549,0.1176,6.2984,0.0000,0.0000,0.0000
mad_communication,mad:training/180_9,j5hqj2rBf2U,3.0000,raw,mono,3.1919,3.5896,2.7657,0.0000,0.0000,nan,nan,nan
mad_communication,mad:training/181_10,HavEuTLprbE,7.0108,gtcrn_pretrained,mono,2.0035,3.2362,1.6963,0.4057,18.8286,nan,nan,nan
mad_communication,mad:training/181_10,HavEuTLprbE,7.0108,r7,ref_dup,2.6010,3.6462,2.0364,1.0000,42.1815,0.9119,0.0409,0.0000
mad_communication,mad:training/181_10,HavEuTLprbE,7.0108,r7,ref_zero,2.5914,2.3459,1.7804,0.1571,7.8031,0.0000,0.0000,0.0000
mad_communication,mad:training/181_10,HavEuTLprbE,7.0108,raw,mono,1.1931,1.1475,1.0951,0.0000,0.0000,nan,nan,nan
mad_communication,mad:training/182_18,lUXvsMukQbI,3.0186,gtcrn_pretrained,mono,2.3129,3.7895,1.9751,0.3867,16.7831,nan,nan,nan
mad_communication,mad:training/182_18,lUXvsMukQbI,3.0186,r7,ref_dup,2.6071,3.8543,2.0167,1.0000,34.7208,1.0000,0.0000,0.0000
mad_communication,mad:training/182_18,lUXvsMukQbI,3.0186,r7,ref_zero,2.6760,2.9861,2.0041,0.0000,2.6181,0.0000,0.0000,0.0000
mad_communication,mad:training/182_18,lUXvsMukQbI,3.0186,raw,mono,2.9455,2.8938,2.1908,0.0000,0.0000,nan,nan,nan
mad_communication,mad:training/183_7,5F9BKowe5x0,4.0000,gtcrn_pretrained,mono,1.7443,3.4402,1.4764,0.4800,21.1615,nan,nan,nan
mad_communication,mad:training/183_7,5F9BKowe5x0,4.0000,r7,ref_dup,2.5471,3.7185,1.9757,1.0000,36.6446,0.8406,0.0717,0.0000
mad_communication,mad:training/183_7,5F9BKowe5x0,4.0000,r7,ref_zero,1.8544,2.5928,1.4014,0.1750,9.5442,0.0000,0.0000,0.0000
mad_communication,mad:training/183_7,5F9BKowe5x0,4.0000,raw,mono,1.1907,1.1503,1.0943,0.0000,0.0000,nan,nan,nan
mad_communication,mad:training/184_16,Xv0YG8kX69k,9.0093,gtcrn_pretrained,mono,2.6511,3.4707,2.1648,0.1022,7.3552,nan,nan,nan
mad_communication,mad:training/184_16,Xv0YG8kX69k,9.0093,r7,ref_dup,2.7276,3.8345,2.0955,1.0000,39.2563,0.8593,0.0726,0.0000
mad_communication,mad:training/184_16,Xv0YG8kX69k,9.0093,r7,ref_zero,2.9411,2.8558,2.1796,0.0156,4.4896,0.0000,0.0000,0.0000
mad_communication,mad:training/184_16,Xv0YG8kX69k,9.0093,raw,mono,2.0897,1.5907,1.4614,0.0000,0.0000,nan,nan,nan
mad_communication,mad:training/185_19,PWscEN2l8dE,5.0154,gtcrn_pretrained,mono,2.7309,3.9844,2.3983,0.4131,15.8622,nan,nan,nan
mad_communication,mad:training/185_19,PWscEN2l8dE,5.0154,r7,ref_dup,2.7088,3.9725,2.1151,1.0000,37.4592,0.5421,0.2794,0.0032
mad_communication,mad:training/185_19,PWscEN2l8dE,5.0154,r7,ref_zero,2.5568,3.1981,1.9938,0.0094,4.1969,0.0000,0.0000,0.0000
mad_communication,mad:training/185_19,PWscEN2l8dE,5.0154,raw,mono,2.8017,2.9087,2.1220,0.0000,0.0000,nan,nan,nan
mad_communication,mad:training/186_11,GjT9m2i4bUg,6.0371,gtcrn_pretrained,mono,2.3743,3.7012,2.0017,0.3704,14.3253,nan,nan,nan
mad_communication,mad:training/186_11,GjT9m2i4bUg,6.0371,r7,ref_dup,2.6322,3.8612,2.0472,0.9963,36.4111,0.8879,0.0686,0.0237
mad_communication,mad:training/186_11,GjT9m2i4bUg,6.0371,r7,ref_zero,2.2605,2.7753,1.6918,0.0000,4.0660,0.0000,0.0000,0.0000
mad_communication,mad:training/186_11,GjT9m2i4bUg,6.0371,raw,mono,1.4313,1.3963,1.1857,0.0000,0.0000,nan,nan,nan
mad_communication,mad:training/187_0,Oady_OaLZ1g,4.0000,gtcrn_pretrained,mono,2.9136,3.8650,2.5914,0.0984,5.7694,nan,nan,nan
mad_communication,mad:training/187_0,Oady_OaLZ1g,4.0000,r7,ref_dup,2.3808,3.7187,1.8902,1.0000,40.4040,0.8048,0.1076,0.0040
mad_communication,mad:training/187_0,Oady_OaLZ1g,4.0000,r7,ref_zero,3.0781,3.3744,2.5097,0.0546,4.2417,0.0000,0.0000,0.0000
mad_communication,mad:training/187_0,Oady_OaLZ1g,4.0000,raw,mono,3.4459,2.3859,2.3158,0.0000,0.0000,nan,nan,nan
mad_communication,mad:training/188_24,3NUTWPo4_Ws,9.0000,gtcrn_pretrained,mono,2.9930,4.0429,2.6315,0.2971,10.8991,nan,nan,nan
mad_communication,mad:training/188_24,3NUTWPo4_Ws,9.0000,r7,ref_dup,2.6588,3.9344,2.1375,0.9976,35.4106,0.7639,0.1454,0.0319
mad_communication,mad:training/188_24,3NUTWPo4_Ws,9.0000,r7,ref_zero,3.0933,3.1209,2.3469,0.0072,4.5942,0.0000,0.0000,0.0000
mad_communication,mad:training/188_24,3NUTWPo4_Ws,9.0000,raw,mono,3.1512,3.1558,2.4428,0.0000,0.0000,nan,nan,nan
mad_communication,mad:training/189_0,qnPsNNYFl30,2.0000,gtcrn_pretrained,mono,3.0525,3.9870,2.6914,0.4000,14.2459,nan,nan,nan
mad_communication,mad:training/189_0,qnPsNNYFl30,2.0000,r7,ref_dup,2.7051,3.6483,2.0393,1.0000,35.1228,0.8333,0.1032,0.0000
mad_communication,mad:training/189_0,qnPsNNYFl30,2.0000,r7,ref_zero,2.5351,3.2955,2.0229,0.1100,7.5188,0.0000,0.0000,0.0000
mad_communication,mad:training/189_0,qnPsNNYFl30,2.0000,raw,mono,2.2398,2.0955,1.8236,0.0000,0.0000,nan,nan,nan
mad_communication,mad:training/203_0,NxM8RDkoLms,2.0000,gtcrn_pretrained,mono,2.0800,3.7344,1.8622,0.5600,21.5927,nan,nan,nan
mad_communication,mad:training/203_0,NxM8RDkoLms,2.0000,r7,ref_dup,2.5924,3.7305,2.0533,1.0000,38.5670,0.8459,0.1032,0.0000
mad_communication,mad:training/203_0,NxM8RDkoLms,2.0000,r7,ref_zero,2.1256,3.7959,1.8897,0.5200,17.8514,0.0000,0.0000,0.0000
mad_communication,mad:training/203_0,NxM8RDkoLms,2.0000,raw,mono,2.2783,2.2087,1.6839,0.0000,0.0000,nan,nan,nan
mad_communication,mad:training/211_3,cvPBi-61irw,3.0000,gtcrn_pretrained,mono,2.9573,3.4627,2.4934,0.3540,15.5970,nan,nan,nan
mad_communication,mad:training/211_3,cvPBi-61irw,3.0000,r7,ref_dup,2.2031,3.5572,1.8201,1.0000,47.3292,0.5150,0.1640,0.0000
mad_communication,mad:training/211_3,cvPBi-61irw,3.0000,r7,ref_zero,3.1331,2.8818,2.3822,0.2478,9.8096,0.0000,0.0000,0.0000
mad_communication,mad:training/211_3,cvPBi-61irw,3.0000,raw,mono,3.5300,1.7618,2.1032,0.0000,0.0000,nan,nan,nan
mad_communication,mad:training/213_9,FX-sf0UcJRI,4.0000,gtcrn_pretrained,mono,3.0604,3.8912,2.7539,0.1900,9.8253,nan,nan,nan
