id,bucket,variant,snr_out,stoi,pesq_wb
0031,changing_-5,n_hat zeroed,11.988171577453613,0.9421145935574082,2.7864136695861816
0031,changing_-5,ref zeroed,9.936081886291504,0.8979737279435289,2.078179359436035
0031,changing_-5,coh zeroed,11.991113662719727,0.9405847166817172,2.7415101528167725
0032,changing_-5,as trained,10.739741325378418,0.7964176089161581,1.7735686302185059
0032,changing_-5,n_hat zeroed,10.494979858398438,0.7930878189749996,1.7265061140060425
0032,changing_-5,ref zeroed,-1.6809277534484863,0.5055986042133025,1.070531964302063
0032,changing_-5,coh zeroed,10.265085220336914,0.7858593610120111,1.9157991409301758
0033,changing_-5,as trained,11.17888355255127,0.8552454433265377,1.3326003551483154
0033,changing_-5,n_hat zeroed,11.159738540649414,0.8548390376908964,1.3252781629562378
0033,changing_-5,ref zeroed,5.937339782714844,0.7230612087689908,1.1093424558639526
0033,changing_-5,coh zeroed,11.165334701538086,0.8538133300778576,1.3309526443481445
0034,changing_-5,as trained,12.100589752197266,0.9296524750845552,2.2747631072998047
